DataZone,income_rate,employment_rate,crime_rate,overcrowded_rate,nocentralheating_rate,Health_PC1,Health_PC2,Education_PC1,Education_PC2,Education_PC3,Access_PC1,Access_PC2
S01008272,-0.6580755646326946,-0.6696108598200246,-0.8747178736492198,-0.8580109761124478,-0.327353429835175,1.644738349791432,-0.05591030866136646,1.7358301017148114,-0.29025620252315415,0.4543653803897216,-4.380335198593683,1.6283383222531052
S01008273,-0.7787477353683026,-0.8317271732501358,-0.29779439283226156,-0.7284442099838525,-0.7803955691199587,1.328286883376816,0.8287068777978397,2.292358631267645,-0.10487610021429286,0.08774409388924198,1.684472163288278,0.7235302178941359
S01008274,-0.05471471095465454,0.14097070733053155,-0.8345523148581658,-0.46931067772666174,-0.7803955691199587,0.031960075669980395,-0.6530386661481924,-0.2366370105664105,0.4992052809299,-0.5042697592175679,1.3521994249503502,0.790002969233776
S01008275,-0.5374033938970866,-0.1832619195296909,-0.23572034742790526,-0.8580109761124478,-0.327353429835175,1.8065808521606894,0.8591729414749242,2.071691668661956,-0.33013819610724954,0.9099125192323545,0.5702919772804588,0.5368352048150505
S01008277,-0.6580755646326946,-0.5074945463899133,-0.49862218678753184,-0.5988774438552571,1.4848151273039596,1.619180566424999,-2.3049767306212767,1.4881001278484758,-0.9703016414069264,1.7772569318524896,-9.669035755185696,1.1005625796862681
S01008279,-0.6580755646326946,-0.34537823295980213,-0.7396155395338562,-0.46931067772666174,-0.7803955691199587,0.2889927052300165,1.0892855968075612,0.42976902444298265,0.3526498654402481,-0.22092140326104254,-0.45336674202059696,-1.4035339864784282
S01008280,-0.5374033938970866,-0.8317271732501358,-0.7323127106627555,-0.210177145469471,0.1256887094496087,1.5252403977657307,0.3258602343191466,1.4711718858434897,-0.09870757041437443,0.3510453568219261,-3.0885312741593594,-0.791960567779601
S01008282,-0.6580755646326946,-0.5074945463899133,-0.6629358363872985,-0.46931067772666174,2.390899405873527,1.1117617051615392,-0.14179979574783821,0.9277248262939336,0.6970515186331013,-0.13689760521507588,-10.603917585140517,-1.1737554738432205
S01008283,-0.7787477353683026,-0.6696108598200246,-0.8929749458269717,-0.5988774438552571,-0.7803955691199587,1.9205339960510877,-1.2862061119096846,1.8500028334595953,-0.8396382102052466,0.06876051525719361,-4.453321462707266,1.1945810120370493
S01008284,-0.29605905242587055,-0.34537823295980213,-0.9440947479246768,-1.1171445083696385,-0.7803955691199587,0.6938915243627243,0.4061521400886888,0.22676475373111965,0.4194914484856269,-0.0929690318537842,-3.561195278450944,1.280504640473164
